from_stop_id,to_stop_id,transfer_type,min_transfer_time
IDFM:471198,IDFM:monomodalStopPlace:47911,2,87
IDFM:40055,IDFM:22836,2,96
IDFM:monomodalStopPlace:43098,IDFM:470870,2,205
IDFM:monomodalStopPlace:47059,IDFM:416472,2,203
IDFM:473025,IDFM:monomodalStopPlace:46647,2,192
IDFM:monomodalStopPlace:47486,IDFM:471565,2,185
IDFM:470973,IDFM:471786,2,60
IDFM:471706,IDFM:426791,2,60
IDFM:monomodalStopPlace:411488,IDFM:418715,2,263
IDFM:478662,IDFM:480817,2,60
IDFM:485952,IDFM:40031,2,393
IDFM:470693,IDFM:472219,2,74
IDFM:472924,IDFM:471471,2,5
IDFM:18874,IDFM:472147,2,235
IDFM:479497,IDFM:470766,2,116
IDFM:monomodalStopPlace:46304,IDFM:17234,2,218
IDFM:470973,IDFM:471878,2,60
IDFM:471413,IDFM:483774,2,60
IDFM:40031,IDFM:monomodalStopPlace:473216,2,139
IDFM:41518,IDFM:17173,2,97
IDFM:monomodalStopPlace:470195,IDFM:486682,2,362
IDFM:39917,IDFM:472520,2,84
IDFM:monomodalStopPlace:411372,IDFM:417522,2,242
IDFM:monomodalStopPlace:43219,IDFM:479497,2,357
IDFM:26998,IDFM:415321,2,159
IDFM:30908,IDFM:411266,2,60
IDFM:411255,IDFM:20569,2,206
IDFM:27825,IDFM:479491,2,165
IDFM:479770,IDFM:477286,2,109
IDFM:480908,IDFM:monomodalStopPlace:46990,2,114
IDFM:monomodalStopPlace:462394,IDFM:39804,2,285
IDFM:485952,IDFM:22839,2,396
IDFM:5606,IDFM:monomodalStopPlace:43190,2,226
IDFM:30908,IDFM:monomodalStopPlace:47909,2,196
IDFM:monomodalStopPlace:43191,IDFM:24930,2,216
IDFM:478664,IDFM:480820,2,60
IDFM:472503,IDFM:471786,2,62
IDFM:monomodalStopPlace:474082,IDFM:471089,2,273
IDFM:472644,IDFM:27825,2,100
IDFM:411255,IDFM:20837,2,378
IDFM:481066,IDFM:472620,2,332
IDFM:monomodalStopPlace:43190,IDFM:5606,2,226
IDFM:477258,IDFM:monomodalStopPlace:47943,2,186
IDFM:483852,IDFM:472829,2,140
IDFM:470849,IDFM:monomodalStopPlace:43225,2,273
IDFM:12349,IDFM:monomodalStopPlace:42851,2,274
IDFM:monomodalStopPlace:462398,IDFM:471706,2,236
IDFM:471205,IDFM:472184,2,70
IDFM:monomodalStopPlace:43110,IDFM:monomodalStopPlace:473256,2,132
IDFM:11509,IDFM:monomodalStopPlace:58774,2,447
IDFM:472969,IDFM:14391,2,131
IDFM:monomodalStopPlace:43132,IDFM:411312,2,238
IDFM:monomodalStopPlace:58572,IDFM:8326,2,69
IDFM:monomodalStopPlace:47954,IDFM:monomodalStopPlace:473543,2,57
IDFM:monomodalStopPlace:47909,IDFM:472714,2,75
IDFM:monomodalStopPlace:46307,IDFM:monomodalStopPlace:473613,2,266
IDFM:478649,IDFM:480819,2,60
IDFM:20559,IDFM:20594,2,60
IDFM:483841,IDFM:monomodalStopPlace:43247,2,255
IDFM:472714,IDFM:411266,2,130
IDFM:12349,IDFM:472620,2,68
IDFM:18961,IDFM:18841,2,60
IDFM:monomodalStopPlace:43219,IDFM:472407,2,45
IDFM:monomodalStopPlace:411467,IDFM:472742,2,30
IDFM:monomodalStopPlace:43247,IDFM:483841,2,255
IDFM:471831,IDFM:470849,2,110
IDFM:monomodalStopPlace:473543,IDFM:480906,2,93
IDFM:472211,IDFM:472513,2,129
IDFM:471837,IDFM:470663,2,253
IDFM:471949,IDFM:472678,2,10
IDFM:470937,IDFM:3719,2,183
IDFM:40630,IDFM:477153,2,60
IDFM:2628,IDFM:13176,2,60
IDFM:478652,IDFM:478649,2,10
IDFM:34479,IDFM:monomodalStopPlace:43248,2,207
IDFM:monomodalStopPlace:43121,IDFM:471001,2,9
IDFM:11803,IDFM:monomodalStopPlace:43149,2,216
IDFM:411308,IDFM:monomodalStopPlace:43072,2,396
IDFM:471264,IDFM:472093,2,89
IDFM:14402,IDFM:14403,2,60
IDFM:monomodalStopPlace:473504,IDFM:monomodalStopPlace:47059,2,147
IDFM:monomodalStopPlace:43219,IDFM:473005,2,323
IDFM:483694,IDFM:monomodalStopPlace:43071,2,196
IDFM:480393,IDFM:monomodalStopPlace:45745,2,183
IDFM:472639,IDFM:monomodalStopPlace:45763,2,188
IDFM:monomodalStopPlace:47589,IDFM:472248,2,199
IDFM:monomodalStopPlace:43079,IDFM:471562,2,220
IDFM:monomodalStopPlace:45735,IDFM:471352,2,228
IDFM:478658,IDFM:19139,2,69
IDFM:472957,IDFM:monomodalStopPlace:43193,2,254
IDFM:471332,IDFM:monomodalStopPlace:47174,2,210
IDFM:471399,IDFM:monomodalStopPlace:427870,2,115
IDFM:22734,IDFM:39804,2,273
IDFM:monomodalStopPlace:47925,IDFM:471544,2,210
IDFM:471101,IDFM:monomodalStopPlace:43219,2,320
IDFM:monomodalStopPlace:47950,IDFM:3464,2,209
IDFM:monomodalStopPlace:45067,IDFM:13176,2,209
IDFM:monomodalStopPlace:473433,IDFM:471286,2,123
IDFM:20596,IDFM:20557,2,72
IDFM:monomodalStopPlace:46568,IDFM:411238,2,236
IDFM:monomodalStopPlace:47921,IDFM:35676,2,238
IDFM:15245,IDFM:13114,2,60
IDFM:41403,IDFM:472884,2,138
IDFM:472802,IDFM:470802,2,296
IDFM:37556,IDFM:monomodalStopPlace:45301,2,444
IDFM:483694,IDFM:18874,2,60
IDFM:monomodalStopPlace:58498,IDFM:427757,2,265
IDFM:472681,IDFM:486176,2,60
IDFM:19323,IDFM:monomodalStopPlace:43044,2,204
IDFM:472104,IDFM:472407,2,72
IDFM:monomodalStopPlace:58718,IDFM:monomodalStopPlace:45873,2,300
IDFM:monomodalStopPlace:47327,IDFM:10964,2,277
IDFM:monomodalStopPlace:47928,IDFM:472235,2,294
IDFM:415825,IDFM:monomodalStopPlace:46736,2,202
IDFM:471982,IDFM:472644,2,130
IDFM:472147,IDFM:18961,2,67
IDFM:monomodalStopPlace:411479,IDFM:472924,2,21
IDFM:monomodalStopPlace:46731,IDFM:471684,2,212
IDFM:480814,IDFM:472211,2,168
IDFM:471101,IDFM:479497,2,241
IDFM:28984,IDFM:monomodalStopPlace:58566,2,433
IDFM:22734,IDFM:monomodalStopPlace:470519,2,201
IDFM:471471,IDFM:monomodalStopPlace:411479,2,16
IDFM:486174,IDFM:486175,2,83
IDFM:478655,IDFM:462938,2,60
IDFM:monomodalStopPlace:470195,IDFM:471296,2,324
IDFM:34672,IDFM:monomodalStopPlace:43248,2,190
IDFM:483736,IDFM:monomodalStopPlace:47885,2,211
IDFM:479497,IDFM:472407,2,182
IDFM:17896,IDFM:monomodalStopPlace:43157,2,241
IDFM:473005,IDFM:472407,2,284
IDFM:479590,IDFM:monomodalStopPlace:43246,2,206
IDFM:monomodalStopPlace:58581,IDFM:20208,2,375
IDFM:17404,IDFM:2628,2,184
IDFM:478646,IDFM:478651,2,10
IDFM:monomodalStopPlace:47174,IDFM:470802,2,434
IDFM:471101,IDFM:472104,2,310
IDFM:478659,IDFM:478655,2,8
IDFM:471462,IDFM:471220,2,6
IDFM:monomodalStopPlace:47907,IDFM:423019,2,189
IDFM:monomodalStopPlace:411507,IDFM:472592,2,21
IDFM:24329,IDFM:monomodalStopPlace:43118,2,214
IDFM:470953,IDFM:39926,2,260
IDFM:479497,IDFM:monomodalStopPlace:43219,2,357
IDFM:31265,IDFM:471399,2,244
IDFM:472431,IDFM:17234,2,60
IDFM:470766,IDFM:471101,2,307
IDFM:6173,IDFM:monomodalStopPlace:43117,2,199
IDFM:monomodalStopPlace:47944,IDFM:32800,2,235
IDFM:471982,IDFM:27825,2,162
IDFM:18874,IDFM:18961,2,204
IDFM:monomodalStopPlace:43127,IDFM:483691,2,186
IDFM:472159,IDFM:471995,2,60
IDFM:7960,IDFM:monomodalStopPlace:43122,2,216
IDFM:monomodalStopPlace:422065,IDFM:470995,2,227
IDFM:472219,IDFM:470693,2,74
IDFM:monomodalStopPlace:46286,IDFM:472025,2,197
IDFM:472363,IDFM:18961,2,61
IDFM:480812,IDFM:478654,2,60
IDFM:485952,IDFM:36281,2,393
IDFM:37568,IDFM:41519,2,251
IDFM:monomodalStopPlace:43121,IDFM:471710,2,194
IDFM:472228,IDFM:471008,2,63
IDFM:18961,IDFM:472147,2,67
IDFM:monomodalStopPlace:43099,IDFM:471669,2,184
IDFM:40031,IDFM:36281,2,176
IDFM:471825,IDFM:472857,2,60
IDFM:479497,IDFM:472737,2,176
IDFM:471014,IDFM:monomodalStopPlace:43082,2,249
IDFM:472370,IDFM:471462,2,36
IDFM:2773,IDFM:monomodalStopPlace:47906,2,220
IDFM:478656,IDFM:37460,2,60
IDFM:8488,IDFM:472975,2,177
IDFM:14391,IDFM:470874,2,142
IDFM:479497,IDFM:473005,2,218
IDFM:472147,IDFM:18874,2,235
IDFM:39349,IDFM:7898,2,60
IDFM:472737,IDFM:monomodalStopPlace:43219,2,37
IDFM:37228,IDFM:monomodalStopPlace:43088,2,188
IDFM:477638,IDFM:471706,2,60
IDFM:472680,IDFM:30023,2,60
IDFM:18305,IDFM:monomodalStopPlace:47882,2,246
IDFM:470824,IDFM:471897,2,7
IDFM:472104,IDFM:473005,2,295
IDFM:24920,IDFM:monomodalStopPlace:43196,2,202
IDFM:monomodalStopPlace:43072,IDFM:411308,2,396
IDFM:472486,IDFM:monomodalStopPlace:47900,2,230
IDFM:480942,IDFM:481038,2,10
IDFM:monomodalStopPlace:47874,IDFM:471795,2,229
IDFM:22836,IDFM:monomodalStopPlace:45301,2,489
IDFM:monomodalStopPlace:43074,IDFM:20033,2,358
IDFM:monomodalStopPlace:47059,IDFM:monomodalStopPlace:473504,2,147
IDFM:39804,IDFM:monomodalStopPlace:58572,2,344
IDFM:monomodalStopPlace:43096,IDFM:479491,2,99
IDFM:monomodalStopPlace:44628,IDFM:472357,2,204
IDFM:monomodalStopPlace:47767,IDFM:35989,2,296
IDFM:12841,IDFM:monomodalStopPlace:58581,2,339
IDFM:471660,IDFM:471383,2,27
IDFM:monomodalStopPlace:473256,IDFM:monomodalStopPlace:43110,2,132
IDFM:478661,IDFM:480820,2,60
IDFM:411249,IDFM:monomodalStopPlace:58873,2,220
IDFM:monomodalStopPlace:47903,IDFM:35647,2,193
IDFM:472058,IDFM:471388,2,70
IDFM:monomodalStopPlace:46965,IDFM:18676,2,207
IDFM:monomodalStopPlace:470519,IDFM:monomodalStopPlace:58572,2,350
IDFM:471466,IDFM:monomodalStopPlace:43222,2,195
IDFM:479771,IDFM:479770,2,60
IDFM:18961,IDFM:483694,2,167
IDFM:472058,IDFM:471249,2,60
IDFM:483858,IDFM:monomodalStopPlace:47491,2,187
IDFM:18874,IDFM:483694,2,60
IDFM:486176,IDFM:486174,2,60
IDFM:41405,IDFM:40710,2,77
IDFM:472064,IDFM:470824,2,28
IDFM:480908,IDFM:monomodalStopPlace:42851,2,193
IDFM:471220,IDFM:472979,2,19
IDFM:471388,IDFM:472058,2,70
IDFM:472497,IDFM:472219,2,60
IDFM:32170,IDFM:32171,2,60
IDFM:470988,IDFM:7917,2,60
IDFM:478653,IDFM:19139,2,71
IDFM:monomodalStopPlace:58572,IDFM:470953,2,358
IDFM:monomodalStopPlace:43225,IDFM:470849,2,273
IDFM:monomodalStopPlace:45850,IDFM:8488,2,185
IDFM:monomodalStopPlace:46990,IDFM:481066,2,141
IDFM:monomodalStopPlace:46163,IDFM:477153,2,222
IDFM:monomodalStopPlace:461504,IDFM:21083,2,213
IDFM:monomodalStopPlace:47199,IDFM:6264,2,252
IDFM:monomodalStopPlace:47582,IDFM:472397,2,327
IDFM:480038,IDFM:monomodalStopPlace:47910,2,196
IDFM:17214,IDFM:monomodalStopPlace:45067,2,186
IDFM:30023,IDFM:471157,2,67
IDFM:monomodalStopPlace:43222,IDFM:471466,2,195
IDFM:471084,IDFM:472592,2,7
IDFM:478652,IDFM:480821,2,60
IDFM:monomodalStopPlace:47910,IDFM:471220,2,61
IDFM:13176,IDFM:17404,2,124
IDFM:monomodalStopPlace:47767,IDFM:34333,2,338
IDFM:8326,IDFM:monomodalStopPlace:462394,2,424
IDFM:19482,IDFM:472316,2,64
IDFM:477157,IDFM:477118,2,60
IDFM:483870,IDFM:19323,2,89
IDFM:monomodalStopPlace:43080,IDFM:2759,2,197
IDFM:3719,IDFM:470926,2,60
IDFM:472719,IDFM:480814,2,60
IDFM:monomodalStopPlace:411495,IDFM:471105,2,236
IDFM:470952,IDFM:470701,2,69
IDFM:470937,IDFM:470926,2,205
IDFM:monomodalStopPlace:43219,IDFM:477079,2,373
IDFM:monomodalStopPlace:47412,IDFM:36825,2,405
IDFM:41804,IDFM:28794,2,68
IDFM:monomodalStopPlace:47900,IDFM:472486,2,230
IDFM:472681,IDFM:486174,2,88
IDFM:4003,IDFM:monomodalStopPlace:47904,2,304
IDFM:25486,IDFM:25498,2,60
IDFM:monomodalStopPlace:43157,IDFM:17896,2,241
IDFM:20628,IDFM:monomodalStopPlace:46990,2,573
IDFM:30908,IDFM:472714,2,121
IDFM:monomodalStopPlace:46847,IDFM:5925,2,209
IDFM:480816,IDFM:480820,2,60
IDFM:480936,IDFM:481075,2,27
IDFM:483868,IDFM:monomodalStopPlace:44201,2,245
IDFM:471878,IDFM:471786,2,60
IDFM:41514,IDFM:2622,2,319
IDFM:27825,IDFM:472644,2,100
IDFM:monomodalStopPlace:47910,IDFM:472370,2,48
IDFM:472219,IDFM:472642,2,71
IDFM:472897,IDFM:monomodalStopPlace:43154,2,202
IDFM:monomodalStopPlace:43076,IDFM:8486,2,231
IDFM:480824,IDFM:478659,2,60
IDFM:471042,IDFM:monomodalStopPlace:43159,2,212
IDFM:37556,IDFM:40055,2,60
IDFM:471122,IDFM:monomodalStopPlace:411482,2,240
IDFM:monomodalStopPlace:47878,IDFM:426042,2,241
IDFM:472064,IDFM:monomodalStopPlace:43080,2,24
IDFM:472316,IDFM:19328,2,88
IDFM:41515,IDFM:22836,2,60
IDFM:472786,IDFM:472143,2,247
IDFM:30520,IDFM:471532,2,92
IDFM:486682,IDFM:36281,2,360
IDFM:471198,IDFM:411738,2,249
IDFM:monomodalStopPlace:473212,IDFM:monomodalStopPlace:43109,2,177
IDFM:monomodalStopPlace:43193,IDFM:474234,2,265
IDFM:14261,IDFM:monomodalStopPlace:43073,2,226
IDFM:417522,IDFM:monomodalStopPlace:411372,2,242
IDFM:monomodalStopPlace:43219,IDFM:471101,2,320
IDFM:472802,IDFM:471332,2,60
IDFM:monomodalStopPlace:411492,IDFM:471576,2,294
IDFM:483850,IDFM:monomodalStopPlace:58267,2,193
IDFM:411238,IDFM:monomodalStopPlace:46568,2,236
IDFM:19328,IDFM:472316,2,88
IDFM:monomodalStopPlace:43220,IDFM:471800,2,186
IDFM:22734,IDFM:8326,2,155
IDFM:426791,IDFM:471706,2,60
IDFM:monomodalStopPlace:47327,IDFM:471816,2,293
IDFM:471066,IDFM:471320,2,50
IDFM:monomodalStopPlace:47669,IDFM:15245,2,279
IDFM:479491,IDFM:27825,2,165
IDFM:477118,IDFM:477157,2,60
IDFM:monomodalStopPlace:42851,IDFM:481066,2,213
IDFM:477079,IDFM:472737,2,188
IDFM:41804,IDFM:monomodalStopPlace:464040,2,453
IDFM:monomodalStopPlace:462398,IDFM:426791,2,216
IDFM:471669,IDFM:monomodalStopPlace:43099,2,184
IDFM:monomodalStopPlace:45759,IDFM:470926,2,279
IDFM:471675,IDFM:monomodalStopPlace:43179,2,735
IDFM:471692,IDFM:monomodalStopPlace:42516,2,232
IDFM:471786,IDFM:472503,2,62
IDFM:41684,IDFM:monomodalStopPlace:47184,2,321
IDFM:monomodalStopPlace:46477,IDFM:14402,2,316
IDFM:478664,IDFM:480816,2,60
IDFM:monomodalStopPlace:43151,IDFM:18429,2,200
IDFM:472714,IDFM:monomodalStopPlace:47909,2,75
IDFM:monomodalStopPlace:43077,IDFM:472920,2,226
IDFM:monomodalStopPlace:43092,IDFM:7266,2,211
IDFM:470705,IDFM:471334,2,60
IDFM:32987,IDFM:monomodalStopPlace:45771,2,220
IDFM:39804,IDFM:22734,2,273
IDFM:monomodalStopPlace:43099,IDFM:monomodalStopPlace:473046,2,170
IDFM:monomodalStopPlace:470549,IDFM:21619,2,249
IDFM:472620,IDFM:12349,2,68
IDFM:472924,IDFM:monomodalStopPlace:411479,2,21
IDFM:41519,IDFM:monomodalStopPlace:43238,2,323
IDFM:411227,IDFM:monomodalStopPlace:473604,2,38
IDFM:monomodalStopPlace:461504,IDFM:472731,2,36
IDFM:411263,IDFM:33141,2,60
IDFM:471982,IDFM:monomodalStopPlace:43096,2,244
IDFM:monomodalStopPlace:58566,IDFM:monomodalStopPlace:58718,2,360
IDFM:monomodalStopPlace:43206,IDFM:5216,2,182
IDFM:31125,IDFM:30954,2,60
IDFM:monomodalStopPlace:47325,IDFM:472315,2,281
IDFM:14482,IDFM:monomodalStopPlace:47898,2,201
IDFM:36616,IDFM:426042,2,94
IDFM:20567,IDFM:20586,2,60
IDFM:486176,IDFM:472681,2,60
IDFM:19417,IDFM:483694,2,129
IDFM:21083,IDFM:monomodalStopPlace:461504,2,213
IDFM:monomodalStopPlace:43127,IDFM:26099,2,334
IDFM:monomodalStopPlace:43183,IDFM:471470,2,390
IDFM:472857,IDFM:480814,2,171
IDFM:22839,IDFM:monomodalStopPlace:470195,2,261
IDFM:monomodalStopPlace:43204,IDFM:472681,2,252
IDFM:472979,IDFM:472370,2,46
IDFM:monomodalStopPlace:462394,IDFM:8326,2,424
IDFM:6580,IDFM:483835,2,60
IDFM:monomodalStopPlace:43078,IDFM:470874,2,262
IDFM:33553,IDFM:monomodalStopPlace:47119,2,193
IDFM:7917,IDFM:470988,2,60
IDFM:monomodalStopPlace:47951,IDFM:472360,2,227
IDFM:monomodalStopPlace:427870,IDFM:472543,2,179
IDFM:472684,IDFM:471937,2,228
IDFM:31087,IDFM:471692,2,60
IDFM:monomodalStopPlace:43176,IDFM:37454,2,243
IDFM:472363,IDFM:18841,2,73
IDFM:monomodalStopPlace:43150,IDFM:427860,2,212
IDFM:3403,IDFM:monomodalStopPlace:43202,2,198
IDFM:471830,IDFM:471198,2,174
IDFM:472363,IDFM:19417,2,92
IDFM:monomodalStopPlace:47654,IDFM:471832,2,23
IDFM:480824,IDFM:462938,2,60
IDFM:26099,IDFM:483691,2,312
IDFM:483691,IDFM:26099,2,312
IDFM:28278,IDFM:413017,2,60
IDFM:17404,IDFM:13176,2,124
IDFM:472986,IDFM:472920,2,9
IDFM:monomodalStopPlace:43229,IDFM:471614,2,250
IDFM:470995,IDFM:monomodalStopPlace:422065,2,227
IDFM:monomodalStopPlace:47181,IDFM:6580,2,184
IDFM:13656,IDFM:monomodalStopPlace:46965,2,196
IDFM:477638,IDFM:monomodalStopPlace:462398,2,243
IDFM:427860,IDFM:monomodalStopPlace:43150,2,212
IDFM:471707,IDFM:monomodalStopPlace:473364,2,205
IDFM:monomodalStopPlace:43071,IDFM:19417,2,210
IDFM:monomodalStopPlace:44201,IDFM:483868,2,245
IDFM:471915,IDFM:472397,2,60
IDFM:39926,IDFM:monomodalStopPlace:462394,2,441
IDFM:25581,IDFM:25576,2,185
IDFM:monomodalStopPlace:54249,IDFM:13594,2,196
IDFM:477446,IDFM:monomodalStopPlace:45761,2,207
IDFM:470663,IDFM:472376,2,251
IDFM:monomodalStopPlace:47935,IDFM:35730,2,187
IDFM:472194,IDFM:462939,2,261
IDFM:423182,IDFM:monomodalStopPlace:43170,2,223
IDFM:2146,IDFM:41415,2,99
IDFM:monomodalStopPlace:43133,IDFM:38581,2,212
IDFM:monomodalStopPlace:46990,IDFM:472620,2,421
IDFM:monomodalStopPlace:43113,IDFM:472326,2,207
IDFM:472488,IDFM:monomodalStopPlace:43114,2,215
IDFM:monomodalStopPlace:411485,IDFM:470970,2,216
IDFM:22617,IDFM:478658,2,75
IDFM:monomodalStopPlace:43219,IDFM:472104,2,49
IDFM:36145,IDFM:40806,2,60
IDFM:478655,IDFM:480824,2,60
IDFM:472503,IDFM:470973,2,60
IDFM:monomodalStopPlace:47174,IDFM:472802,2,222
IDFM:monomodalStopPlace:43179,IDFM:413323,2,223
IDFM:monomodalStopPlace:42851,IDFM:monomodalStopPlace:46990,2,229
IDFM:monomodalStopPlace:411378,IDFM:470653,2,221
IDFM:480822,IDFM:478646,2,228
IDFM:471320,IDFM:471066,2,50
IDFM:472714,IDFM:30908,2,121
IDFM:470765,IDFM:monomodalStopPlace:47877,2,191
IDFM:471560,IDFM:monomodalStopPlace:43143,2,193
IDFM:11792,IDFM:monomodalStopPlace:47905,2,205
IDFM:486682,IDFM:471296,2,478
IDFM:471220,IDFM:monomodalStopPlace:47910,2,61
IDFM:33584,IDFM:monomodalStopPlace:47124,2,203
IDFM:36312,IDFM:monomodalStopPlace:58879,2,211
IDFM:478657,IDFM:478654,2,6
IDFM:19323,IDFM:483870,2,89
IDFM:monomodalStopPlace:45761,IDFM:471170,2,192
IDFM:17404,IDFM:17214,2,144
IDFM:472777,IDFM:monomodalStopPlace:47927,2,273
IDFM:monomodalStopPlace:470549,IDFM:483760,2,332
IDFM:monomodalStopPlace:47876,IDFM:470914,2,204
IDFM:36281,IDFM:monomodalStopPlace:473216,2,104
IDFM:472789,IDFM:monomodalStopPlace:43235,2,196
IDFM:20628,IDFM:12349,2,229
IDFM:monomodalStopPlace:47447,IDFM:34790,2,219
IDFM:471172,IDFM:monomodalStopPlace:45759,2,281
IDFM:26998,IDFM:monomodalStopPlace:46470,2,278
IDFM:monomodalStopPlace:47899,IDFM:470701,2,261
IDFM:38013,IDFM:monomodalStopPlace:47968,2,358
IDFM:486682,IDFM:monomodalStopPlace:470195,2,362
IDFM:3814,IDFM:3813,2,73
IDFM:460288,IDFM:monomodalStopPlace:43087,2,208
IDFM:472087,IDFM:monomodalStopPlace:48489,2,201
IDFM:471744,IDFM:471710,2,94
IDFM:472077,IDFM:471439,2,66
IDFM:483760,IDFM:21619,2,193
IDFM:monomodalStopPlace:47880,IDFM:472332,2,257
IDFM:30908,IDFM:419404,2,60
IDFM:470870,IDFM:monomodalStopPlace:43098,2,205
IDFM:470622,IDFM:7960,2,60
IDFM:30520,IDFM:monomodalStopPlace:47654,2,211
IDFM:480821,IDFM:478652,2,60
IDFM:monomodalStopPlace:47881,IDFM:32735,2,247
IDFM:479497,IDFM:472104,2,122
IDFM:32735,IDFM:monomodalStopPlace:47881,2,247
IDFM:monomodalStopPlace:47770,IDFM:29262,2,228
IDFM:471832,IDFM:30520,2,138
IDFM:472618,IDFM:471081,2,86
IDFM:470742,IDFM:18841,2,180
IDFM:monomodalStopPlace:47115,IDFM:471752,2,200
IDFM:471684,IDFM:monomodalStopPlace:46731,2,212
IDFM:35376,IDFM:monomodalStopPlace:46857,2,200
IDFM:monomodalStopPlace:412743,IDFM:471388,2,250
IDFM:413017,IDFM:monomodalStopPlace:43176,2,313
IDFM:monomodalStopPlace:43115,IDFM:422699,2,208
IDFM:472104,IDFM:470766,2,6
IDFM:471084,IDFM:monomodalStopPlace:411507,2,20
IDFM:471844,IDFM:471437,2,103
IDFM:472407,IDFM:monomodalStopPlace:43219,2,45
IDFM:monomodalStopPlace:43159,IDFM:monomodalStopPlace:473308,2,128
IDFM:18841,IDFM:monomodalStopPlace:43071,2,187
IDFM:monomodalStopPlace:47590,IDFM:470847,2,189
IDFM:472844,IDFM:monomodalStopPlace:43206,2,248
IDFM:25486,IDFM:monomodalStopPlace:43205,2,196
IDFM:22798,IDFM:37363,2,60
IDFM:471511,IDFM:monomodalStopPlace:473543,2,64
IDFM:monomodalStopPlace:47125,IDFM:472421,2,212
IDFM:425660,IDFM:21083,2,125
IDFM:monomodalStopPlace:58581,IDFM:12841,2,339
IDFM:monomodalStopPlace:47945,IDFM:monomodalStopPlace:473433,2,204
IDFM:471115,IDFM:monomodalStopPlace:47171,2,284
IDFM:471008,IDFM:471005,2,10
IDFM:472891,IDFM:472464,2,149
IDFM:477124,IDFM:462939,2,121
IDFM:481066,IDFM:20628,2,486
IDFM:471837,IDFM:470632,2,276
IDFM:7324,IDFM:monomodalStopPlace:43156,2,209
IDFM:471462,IDFM:472370,2,36
IDFM:416472,IDFM:monomodalStopPlace:47059,2,203
IDFM:monomodalStopPlace:45759,IDFM:470937,2,279
IDFM:monomodalStopPlace:43238,IDFM:37568,2,409
IDFM:471413,IDFM:monomodalStopPlace:43162,2,220
IDFM:480904,IDFM:monomodalStopPlace:43198,2,360
IDFM:472684,IDFM:470606,2,93
IDFM:monomodalStopPlace:46857,IDFM:35376,2,200
IDFM:21083,IDFM:425660,2,125
IDFM:monomodalStopPlace:43162,IDFM:471413,2,220
IDFM:478653,IDFM:22617,2,75
IDFM:483845,IDFM:monomodalStopPlace:43208,2,201
IDFM:36825,IDFM:monomodalStopPlace:47412,2,405
IDFM:471692,IDFM:31087,2,60
IDFM:478654,IDFM:478657,2,6
IDFM:28296,IDFM:28138,2,100
IDFM:12349,IDFM:monomodalStopPlace:46990,2,386
IDFM:472642,IDFM:470693,2,12
IDFM:monomodalStopPlace:46850,IDFM:5765,2,201
IDFM:426042,IDFM:36616,2,94
IDFM:471399,IDFM:472543,2,294
IDFM:monomodalStopPlace:43178,IDFM:461680,2,216
IDFM:24930,IDFM:monomodalStopPlace:43191,2,216
IDFM:monomodalStopPlace:45739,IDFM:41514,2,223
IDFM:411250,IDFM:471009,2,60
IDFM:470953,IDFM:monomodalStopPlace:462394,2,299
IDFM:monomodalStopPlace:47884,IDFM:5724,2,225
IDFM:472731,IDFM:monomodalStopPlace:461504,2,36
IDFM:monomodalStopPlace:43215,IDFM:20326,2,357
IDFM:423884,IDFM:monomodalStopPlace:46387,2,226
IDFM:monomodalStopPlace:45784,IDFM:411268,2,204
IDFM:21830,IDFM:monomodalStopPlace:43083,2,204
IDFM:478663,IDFM:477286,2,5
IDFM:35989,IDFM:34333,2,90
IDFM:472719,IDFM:472211,2,147
IDFM:481065,IDFM:monomodalStopPlace:473317,2,48
IDFM:411313,IDFM:2773,2,60
IDFM:481364,IDFM:30294,2,60
IDFM:411248,IDFM:483757,2,351
IDFM:monomodalStopPlace:43246,IDFM:479590,2,206
IDFM:472572,IDFM:419404,2,94
IDFM:31087,IDFM:monomodalStopPlace:42516,2,212
IDFM:monomodalStopPlace:43111,IDFM:37878,2,225
IDFM:479771,IDFM:478663,2,115
IDFM:478658,IDFM:22617,2,75
IDFM:13114,IDFM:15245,2,60
IDFM:14403,IDFM:monomodalStopPlace:46477,2,257
IDFM:37933,IDFM:471012,2,170
IDFM:471172,IDFM:3719,2,167
IDFM:471017,IDFM:41268,2,60
IDFM:471111,IDFM:471972,2,134
IDFM:39804,IDFM:39926,2,245
IDFM:471937,IDFM:472684,2,228
IDFM:monomodalStopPlace:58572,IDFM:monomodalStopPlace:470519,2,350
IDFM:monomodalStopPlace:43216,IDFM:20388,2,188
IDFM:monomodalStopPlace:44787,IDFM:470677,2,203
IDFM:monomodalStopPlace:47968,IDFM:38013,2,358
IDFM:471675,IDFM:413323,2,521
IDFM:470926,IDFM:470937,2,205
IDFM:472897,IDFM:411300,2,210
IDFM:473005,IDFM:477079,2,235
IDFM:486174,IDFM:486176,2,60
IDFM:471744,IDFM:monomodalStopPlace:43121,2,3
IDFM:472147,IDFM:483694,2,188
IDFM:3988,IDFM:41399,2,101
IDFM:471308,IDFM:monomodalStopPlace:411467,2,30
IDFM:monomodalStopPlace:47911,IDFM:471198,2,87
IDFM:480814,IDFM:472719,2,60
IDFM:415321,IDFM:26998,2,159
IDFM:monomodalStopPlace:473109,IDFM:480704,2,214
IDFM:470824,IDFM:472064,2,28
